	reactant	product	byproduct	reagent	solvent	catalyst	yield
3901	CC(C)(C#N)c1ccc(Nc2c([N+](=O)[O-])cnc3ccc(Br)cc23)cc1	CC(C)(C#N)c1ccc(Nc2c(N)cnc3ccc(Br)cc23)cc1	empty	[H][H]	empty	empty	0.0
3902	O=c1[nH]ccc2c1CCNC2	O=C1NCCC2CNCCC12	empty	Cl	empty	empty	0.0
3903	CCO[C@H]1CC[C@@H](N2CCC(Nc3cc(C)ccc3[N+](=O)[O-])CC2)CC1	CCO[C@H]1CC[C@@H](N2CCC(Nc3cc(C)ccc3N)CC2)CC1	empty	NN.O	empty	empty	0.0
3904	CC1(C)CCn2c1cc1cc([N+](=O)[O-])c(F)cc12	CC1(C)CCn2c1cc1cc(N)c(F)cc12	empty	O=C[O-].[NH4+]	empty	empty	0.0
3905	CC(C)(C)C#Cc1cccc(N)c1	CC(C)(C)CCC1CCCC(N)C1	empty	[H][H]	empty	empty	0.0
3906	COc1ccc(C(=O)Nc2ccccc2)c2c1oc1ccc([N+](=O)[O-])cc12	COc1ccc(C(=O)Nc2ccccc2)c2c1oc1ccc(N)cc12	empty	NN.O	empty	empty	0.0
3907	CCc1nc(C)cc(=O)n1CCOc1ccc([N+](=O)[O-])cc1	CCc1nc(C)cc(=O)n1CCOc1ccc(N)cc1	empty	[H][H]	empty	empty	0.0
3908	COc1cc(C=CC(=O)OC(C)(C)C)ccc1C#N	COc1cc(CCC(=O)OC(C)(C)C)ccc1C#N	empty	[H][H]	empty	empty	0.0
3909	C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc(N)c1N=O	C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc(N)c1N	empty	CC(=O)O	empty	empty	0.0
3910	Cc1nnc(C2CCN(C(=O)OCc3ccccc3)CC2)o1	Cc1nnc(C2CCNCC2)o1	empty	[H][H]	empty	empty	0.0
3911	CC(C)(C)OC(=O)NCC(=O)N1CC(C)(C)c2ccc([N+](=O)[O-])cc21	CC(C)(C)OC(=O)NCC(=O)N1CC(C)(C)c2ccc(N)cc21	empty	O	empty	empty	0.0
3912	CCCN(CCC)C[C@@H](C)NC(=O)c1ccc(C2=C[C@](C(=O)OCc3ccc(OC)cc3)(c3cccc(F)c3C)CC2)cc1	CCCN(CCC)C[C@@H](C)NC(=O)c1ccc(C2CC[C@@](C(=O)O)(c3cccc(F)c3C)C2)cc1	empty	O=C[O-].[NH4+]	empty	empty	0.0
3913	CCOC(=O)c1nc(C#N)c2c(c1O)c(Cl)c(Cl)n2CCC(C)C	CCOC(=O)c1nc(C#N)c2c(ccn2CCC(C)C)c1O	empty	O=C[O-].[NH4+]	empty	empty	0.0
3914	O=C1NCCCc2ccc([N+](=O)[O-])cc21	Nc1ccc2c(c1)C(=O)NCCC2	empty	NN.O	empty	empty	0.0
3915	COC(=O)c1c(C)cc(C(=O)OC(C)(C)C)c(C)c1[N+](=O)[O-]	COC(=O)c1c(C)cc(C(=O)OC(C)(C)C)c(C)c1N	empty	[H][H]	empty	empty	0.0
3916	COc1cc(Cl)c([N+](=O)[O-])cc1-c1nc(C)c(-c2cccnc2)[nH]1	COc1cc(Cl)c(N)cc1-c1nc(C)c(-c2cccnc2)[nH]1	empty	Cl.[H][H]	empty	empty	0.0
3917	COc1cc(N2CCC[C@](C)(C(N)=O)C2)ccc1[N+](=O)[O-]	COc1cc(N2CCC[C@](C)(C(N)=O)C2)ccc1N	empty	[H][H]	empty	empty	0.0
3918	COc1ccc(CN2CCCc3ccc(CCOc4ccc(C[C@H](NC(=O)OCc5ccccc5)C(=O)OC(C)(C)C)cn4)nc32)cc1	COc1ccc(CN2CCCc3ccc(CCOc4ccc(C[C@H](N)C(=O)OC(C)(C)C)cn4)nc32)cc1	empty	ClCCl	empty	empty	0.0
3919	COc1cc([N+](=O)[O-])ccc1-c1cccs1	COc1cc(N)ccc1-c1cccs1	empty	CC(=O)O	empty	empty	0.0
3920	O=C(NNc1ccc([N+](=O)[O-])cc1)c1ccccc1	Nc1ccc(NNC(=O)c2ccccc2)cc1	empty	[H][H]	empty	empty	0.0
3921	COc1ccc(CC(NC(=O)OCc2ccccc2)c2nc3cncnc3[nH]2)cc1	COc1ccc(CC(N)c2nc3cncnc3[nH]2)cc1	empty	N#N	empty	empty	0.0
3922	O=C(O)/C=C/c1cccc(F)c1	O=C(O)CCc1cccc(F)c1	empty	[H][H]	empty	empty	0.0
3923	Cc1ccncc1-c1ccc([N+](=O)[O-])cc1OCCF	Cc1ccncc1-c1ccc(N)cc1OCCF	empty	CCO.[Cl-].[NH4+]	empty	empty	0.0
3924	COc1ccc2oc(C(=O)O)cc(=O)c2c1	COc1ccc2c(c1)CCC(C(=O)O)O2	empty	[H][H]	empty	empty	0.0
3925	Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)ncc2[N+](=O)[O-])c(C)c1	Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)ncc2N)c(C)c1	empty	NN	empty	empty	0.0
3926	CC(C)n1cnc2c(NCc3ccccc3)cc([N+](=O)[O-])nc21	CC(C)n1cnc2c(NCc3ccccc3)cc(N)nc21	empty	Cl.[Cl-].[NH4+]	empty	empty	0.0
3927	O=[N+]([O-])[C@@H]1CC=CC[C@H]1c1ccc(F)cc1Cl	N[C@@H]1CC=CC[C@H]1c1ccc(F)cc1Cl	empty	OC(=O)[O-].[Na+]	empty	empty	0.0
3928	ON=C1CCC1c1ccccc1C(F)(F)F	NC1CCC1c1ccccc1C(F)(F)F	empty	[H][H]	empty	empty	0.0
3929	Nc1c(C(=O)O)cccc1[N+](=O)[O-]	Nc1cccc(C(=O)O)c1N	empty	[H][H]	empty	empty	0.0
3930	CC(C)(C)OC(=O)N1CCC(Oc2ccc([N+](=O)[O-])cc2)CC1	CC(C)(C)OC(=O)N1CCC(Oc2ccc(N)cc2)CC1	empty	[H][H]	empty	empty	0.0
3931	COc1ccc([C@H]2C[C@@H]2COc2nc(C)ncc2C2=CC(=O)CCC2)nc1	COc1ccc([C@H]2C[C@@H]2COc2nc(C)ncc2C2CCCC(=O)C2)nc1	empty	[Cl-].[NH4+]	empty	empty	0.0
3932	Cc1cc(Nc2nc(C(=O)c3ccc(F)cc3)nc3cc(C(F)(F)F)ccc23)n[nH]1	Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3cc(C(F)(F)F)ccc23)n[nH]1	empty	[BH4-].[Na+]	empty	empty	0.0
3933	COC(=O)C=Cc1ccc(C)cc1	COC(=O)CCc1ccc(C)cc1	empty	[H][H]	empty	empty	0.0
3934	Nc1cc2c(cc1[N+](=O)[O-])OCC2	Nc1cc2c(cc1N)OCC2	empty	[H][H]	empty	empty	0.0
3935	CCN1C(=O)COc2cc([N+](=O)[O-])ccc21	CCN1C(=O)COc2cc(N)ccc21	empty	[H][H]	empty	empty	0.0
3936	CCO[C@@H]1CC[C@@H](N2CCC(Nc3cc(Cl)c(C(F)(F)F)cc3[N+](=O)[O-])CC2)CC1	CCO[C@@H]1CC[C@@H](N2CCC(Nc3cc(Cl)c(C(F)(F)F)cc3N)CC2)CC1	empty	NN.O	empty	empty	0.0
3937	O=[N+]([O-])c1cc([N+](=O)[O-])cc(C(F)(F)F)c1	Nc1cc(N)cc(C(F)(F)F)c1	empty	[H][H]	empty	empty	0.0
3938	COc1ccc([N+](=O)[O-])c(N2CCC(NC(C)=O)C2)n1	COc1ccc(N)c(N2CCC(NC(C)=O)C2)n1	empty	C1=CCCCC1	empty	empty	0.0
3939	C=CC1CCC(C2CCC(c3ccc(C4CCC(CCCCC)CC4)cc3F)CC2)CC1	CCCCCC1CCC(c2ccc(C3CCC(C4CCC(CC)CC4)CC3)c(F)c2)CC1	empty	[H][H]	empty	empty	0.0
3940	CN1C(=O)C(C)(C)c2cc([N+](=O)[O-])ccc21	CN1C(=O)C(C)(C)c2cc(N)ccc21	empty	[H][H]	empty	empty	0.0
3941	CN(C)CCCN1CCSc2cc([N+](=O)[O-])ccc21	CN(C)CCCN1CCSc2cc(N)ccc21	empty	NN.O	empty	empty	0.0
3942	O=C1COc2cc([N+](=O)[O-])ccc2N1	Nc1ccc2c(c1)OCC(=O)N2	empty	[H][H]	empty	empty	0.0
3943	NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1	NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12	empty	[H][H]	empty	empty	0.0
3944	COC(=O)c1cc(Oc2ccc([N+](=O)[O-])c(-c3ccccc3)c2)ccc1NS(=O)(=O)c1ccc(C)cc1	COC(=O)c1cc(Oc2ccc(N)c(-c3ccccc3)c2)ccc1NS(=O)(=O)c1ccc(C)cc1	empty	[H][H]	empty	empty	0.0
3945	O=[N+]([O-])c1cc(Cl)cc2cccnc12	Nc1cc(Cl)cc2cccnc12	empty	O.[Cl-].[NH4+]	empty	empty	0.0
3946	CCN(CC)C(=O)/C=C/c1cc(N)ccc1Cl	CCN(CC)C(=O)CCc1cc(N)ccc1Cl	empty	[H][H]	empty	empty	0.0
3947	O=C1COCCN1c1ccc([N+](=O)[O-])cc1	Nc1ccc(N2CCOCC2=O)cc1	empty	[H][H]	empty	empty	0.0
3948	CCOC(=O)C=C1CCCC(C)C1	CCOC(=O)CC1CCCC(C)C1	empty	[H][H]	empty	empty	0.0
3949	Cn1cc(CNc2ccccc2[N+](=O)[O-])c2ccccc21	Cn1cc(CNc2ccccc2N)c2ccccc21	empty	[H][H]	empty	empty	0.0
3950	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2ccc([N+](=O)[O-])cc2)CC1	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2ccc(N)cc2)CC1	empty	[H][H]	empty	empty	0.0
3951	Cc1nc(CCN(C(=O)OC(C)(C)C)c2ccc([N+](=O)[O-])cc2)cs1	Cc1nc(CCN(C(=O)OC(C)(C)C)c2ccc(N)cc2)cs1	empty	[H][H]	empty	empty	0.0
3952	CCOC(=O)C(CCc1cc(CNC(=O)OC(C)(C)C)ccc1[N+](=O)[O-])C(=O)OCC	CCOC(=O)C(CCc1cc(CNC(=O)OC(C)(C)C)ccc1N)C(=O)OCC	empty	[H][H]	empty	empty	0.0
3953	C=C(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2	CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2	empty	[H][H]	empty	empty	0.0
3954	O=[N+]([O-])c1ccccc1OC(F)(F)C(F)(F)F	Nc1ccccc1OC(F)(F)C(F)(F)F	empty	[H][H]	empty	empty	0.0
3955	CN(C)Cc1cc([N+](=O)[O-])cc2c(Nc3cccc(Br)c3)c(C#N)cnc12	CN(C)Cc1cc(N)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12	empty	CC(=O)O	empty	empty	0.0
3956	O=[N+]([O-])c1cnc2c(c1)C[C@@]1(CN3CCC1CC3)O2	Nc1cnc2c(c1)C[C@@]1(CN3CCC1CC3)O2	empty	[H][H]	empty	empty	0.0
3957	CC(C)(C)OC(=O)N1CCC(C=CC#N)(C2CCCCC2)CC1	CC(C)(C)OC(=O)N1CCC(CCCN)(C2CCCCC2)CC1	empty	N	empty	empty	0.0
3958	CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@H](NC(=O)OCc2ccccc2)C[C@@H]1CC	CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@H](N)C[C@@H]1CC	empty	O=C[O-].[NH4+]	empty	empty	0.0
3959	COC(=O)c1cc(N=[N+]=[N-])ccn1	COC(=O)c1cc(N)ccn1	empty	[H][H]	empty	empty	0.0
3960	O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]c1=O	Nc1ccc2[nH]c(=O)c(C(=O)O)cc2c1	empty	[H][H]	empty	empty	0.0
3961	Cc1ccc(C#Cc2cnc3c(N)nc4ccccc4c3c2)c(C)c1	Cc1ccc(CCc2cnc3c(N)nc4ccccc4c3c2)c(C)c1	empty	CCO.[H][H]	empty	empty	0.0
3962	O=C(O)c1sc(N2CCC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)nc1C(F)(F)F	OCc1sc(N2CCC(c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)nc1C(F)(F)F	empty	O=S(Cl)Cl	empty	empty	0.0
3963	C[C@H](Oc1ccc([N+](=O)[O-])cn1)C(F)(F)F	C[C@H](Oc1ccc(N)cn1)C(F)(F)F	empty	[H][H]	empty	empty	0.0
3964	COc1cc(Cl)ccc1[N+](=O)[O-]	COc1cc(Cl)ccc1N	empty	O=C[O-].[NH4+]	empty	empty	0.0
3965	CCOC(=O)COc1ccc(CC(C)(C)[N+](=O)[O-])cc1	CCOC(=O)COc1ccc(CC(C)(C)N)cc1	empty	[H][H]	empty	empty	0.0
3966	CN1CCN(C(=O)c2ccc(NC(=C3C(=O)Nc4cc(Cl)ccc43)c3ccc(N)c([N+](=O)[O-])c3)cc2)CC1	CN1CCN(C(=O)c2ccc(NC(=C3C(=O)Nc4cc(Cl)ccc43)c3ccc(N)c(N)c3)cc2)CC1	empty	[H][H]	empty	empty	0.0
3967	CC(C)(C)Sc1cc([N+](=O)[O-])cc(S(=O)C(C)(C)C)c1	CC(C)(C)Sc1cc(N)cc(S(=O)C(C)(C)C)c1	empty	O.[Cl-].[NH4+]	empty	empty	0.0
3968	O=[N+]([O-])c1ccc2c(ccn2Cc2ccccn2)c1	Nc1ccc2c(ccn2Cc2ccccn2)c1	empty	CO	empty	empty	0.0
3969	CC[C@H](NC(=O)c1cncc2c1cnn2-c1ccc(F)cc1)C1CCN(C(=O)OCc2ccccc2)C(C(N)=O)C1	CC[C@H](NC(=O)c1cncc2c1cnn2-c1ccc(F)cc1)C1CCNC(C(N)=O)C1	empty	[H][H]	empty	empty	0.0
3970	COc1ccc(CN2CCN(C)CC2)c([N+](=O)[O-])c1	COc1ccc(CN2CCN(C)CC2)c(N)c1	empty	[H][H]	empty	empty	0.0
3971	COCCOC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1	COCCOC(=O)[C@@H](N)Cc1ccccc1	empty	[H][H]	empty	empty	0.0
3972	O=[N+]([O-])c1cccc(N2CCOCC2)c1	Nc1cccc(N2CCOCC2)c1	empty	[H][H]	empty	empty	0.0
3973	CC(C)(C)OC(=O)N1CC(O)(c2ccccc2)C1	CC(C)(C)OC(=O)N1CC(O)(C2CCCCC2)C1	empty	CC(=O)O.[H][H]	empty	empty	0.0
3974	Nc1cc(Oc2ccc(F)cc2F)c(Br)cc1[N+](=O)[O-]	Nc1cc(Br)c(Oc2ccc(F)cc2F)cc1N	empty	CC(=O)O	empty	empty	0.0
3975	Cl.O=[N+]([O-])c1c(Cl)ccc(O)c1Cl	Cl.Nc1c(Cl)ccc(O)c1Cl	empty	[H][H]	empty	empty	0.0
3976	CC(C)(C)OC(=O)NCC(=O)O.Cc1cn(-c2cc(F)c(C(N)=O)c(N[C@H]3CCC[C@@H]3O)c2)c2c1C(=O)CC(C)(C)C2	Cc1cn(-c2cc(F)c(C(N)=O)c(N[C@H]3CCC[C@@H]3OC(=O)CNC(=O)OC(C)(C)C)c2)c2c1C(=O)CC(C)(C)C2	empty	ClCCCl	empty	empty	0.0
3977	CC(C)(C)OC(=O)N1[C@@H](CO)[C@H]2OC(C)(C)O[C@H]2[C@@H]1c1c[nH]c2c(N=[N+]=[N-])ncnc12.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O	CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)OC[C@@H]1[C@H]2OC(C)(C)O[C@H]2[C@H](c2c[nH]c3c(N=[N+]=[N-])ncnc23)N1C(=O)OC(C)(C)C	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
3978	CCCC(CCC)C(=O)Cl.Oc1c(I)cc(I)cc1I	CCCC(C(=O)Oc1c(I)cc(I)cc1I)C(C)C	empty	OC(=O)[O-].[Na+]	empty	empty	0.0
3979	COc1ccc(-c2c(C)c(C(=O)O)nn2-c2ccc(Cl)c(F)c2Cl)cc1.NN1CCCCC1	COc1ccc(-c2c(C)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)c(F)c2Cl)cc1	empty	CCN(CC)CC.O=C(Cl)C(=O)Cl	empty	empty	0.0
3980	COC(=O)c1c(F)cc(N)cc1F.COCOc1cc2c(cc1C(=O)O)C(C)(C)CCC2(C)C	COCOc1cc2c(cc1C(=O)Nc1cc(F)c(C(=O)OC)c(F)c1)C(C)(C)CCC2(C)C	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
3981	Nc1cc(C2CC2)ccn1.O=C(O)c1ccc(Br)c(OC2CC2)c1	O=C(Nc1cc(C2CC2)ccn1)c1ccc(Br)c(OC2CC2)c1	empty	CN(C)C=O.O=S(Cl)Cl	empty	empty	0.0
3982	CCCc1nc2cc(NCc3ccccc3)ccc2n1CC(=O)OC(C)(C)C.O=C(Cl)c1cccs1	CCCc1nc2cc(N(Cc3ccccc3)C(=O)c3cccs3)ccc2n1CC(=O)OC(C)(C)C	empty	CCN(C(C)C)C(C)C	empty	empty	0.0
3983	CCCCC(=O)Cl.Clc1ccc(C(c2ccc(Cl)cc2)N2CCNCC2)cc1	CCCCC(=O)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1	empty	CCN(CC)CC	empty	empty	0.0
3984	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Cn1cc(-c2cnc3[nH]cc(I)c3c2)cn1	Cn1cc(-c2cnc3c(c2)c(I)cn3C(=O)OC(C)(C)C)cn1	empty	CCN(CC)CC	empty	empty	0.0
3985	CC(C)(C)[Si](C)(C)Cl.CCCc1cc(CO)ccc1OC(C(=O)NS(=O)(=O)c1ccc(C(C)C)cc1)c1ccc2c(c1)OCO2.ClCCl	CCCc1cc(CO[Si](C)(C)C(C)(C)C)ccc1OC(C(=O)OC)c1ccc2c(c1)OCO2	empty	CCN(CC)CC.CCOC(C)=O	empty	empty	0.0
3986	CC(=O)OC(C)=O.CC(C)(C)OC(=O)c1c(OCCO)noc1N	CC(=O)OCCOc1noc(N)c1C(=O)OC(C)(C)C	empty	CCN(CC)CC	empty	empty	0.0
3987	C[C@@H](O)c1cc(Cl)cc(Cl)c1.Cc1ccc(S(=O)(=O)Cl)cc1	Cc1ccc(S(=O)(=O)O[C@H](C)c2cc(Cl)cc(Cl)c2)cc1	empty	CCN(CC)CC	empty	empty	0.0
3988	CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1	COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OC(=O)[C@@H](N)C(C)C)C1CC1	empty	CC(C)N=C=NC(C)C	empty	empty	0.0
3989	CS(=O)(=O)Cl.O=[N+]([O-])c1ccc2c(c1)NCC2	CS(=O)(=O)N1CCc2ccc([N+](=O)[O-])cc21	empty	c1ccncc1	empty	empty	0.0
3990	C=C(CC(=O)OC)C(=O)[O-].C=CCNCc1ccccc1	C=CCN(Cc1ccccc1)C(=O)C(=C)CC(=O)OC	empty	CCN=C=NCCCN(C)C	empty	empty	0.0
3991	O=C(O)CN1CCC(c2ccccc2)(c2ccccc2)C1=O.c1ccc(C2(c3ccccc3)CCNCC2)cc1	O=C(CN1CCC(c2ccccc2)(c2ccccc2)C1=O)N1CCC(c2ccccc2)(c2ccccc2)CC1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
3992	Cc1ccc(S(=O)(=O)Cl)cc1.Cc1nc2ncccc2cc1C(=O)NCc1ccc(COCCO)c(F)c1	Cc1ccc(S(=O)(=O)OCCOCc2ccc(CNC(=O)c3cc4cccnc4nc3C)cc2F)cc1	empty	CCN(C(C)C)C(C)C	empty	empty	0.0
3993	O=C(N[C@@H](Cc1ccccc1)[C@H](O)CNOC1CCCCC1)O[C@H]1CO[C@H]2OCC[C@H]21.O=S(=O)(Cl)c1ccc2c(c1)OCCO2	O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(OC1CCCCC1)S(=O)(=O)c1ccc2c(c1)OCCO2)O[C@H]1CO[C@H]2OCC[C@H]21	empty	CCN(C(C)C)C(C)C	empty	empty	0.0
3994	CSc1ccc(C(=O)O)c(OC2CCN(C(=O)OC(C)(C)C)CC2)c1.Nc1cccnc1C(=O)Nc1ccc(Cl)cn1	CSc1ccc(C(=O)Nc2cccnc2C(=O)Nc2ccc(Cl)cn2)c(OC2CCN(C(=O)OC(C)(C)C)CC2)c1	empty	O=C(Cl)C(=O)Cl.c1ccncc1	empty	empty	0.0
3995	C=CC(=O)Cl.CC1(C)CC(NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1	C=CC(=O)N(C1CC(C)(C)NC(C)(C)C1)C1CC(C)(C)NC(C)(C)C1	empty	ClCCl.[Na+].[OH-]	empty	empty	0.0
3996	C[C@H](NC(=O)c1c(CN2CCNCC2)c(-c2ccccc2)nc2ccccc12)C1CCCCC1.O=C(O)CCN1CCCCC1	C[C@H](NC(=O)c1c(CN2CCN(C(=O)CCN3CCCCC3)CC2)c(-c2ccccc2)nc2ccccc12)C1CCCCC1	empty	C(=NC1CCCCC1)=NC1CCCCC1	empty	empty	0.0
3997	Cc1c(C(F)(F)F)[nH]c2c(C(=O)O)cccc12.Cc1ncccc1Oc1ccc(N)cn1	Cc1ncccc1Oc1ccc(NC(=O)c2cccc3c(C)c(C(F)(F)F)[nH]c23)cn1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
3998	FC(F)(F)c1cccc(-c2ccc3c(n2)N[C@H]2CCN3C2)c1.Nc1cccc(Br)n1.O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl	O=C(Nc1cccc(Br)n1)N1c2nc(-c3cccc(C(F)(F)F)c3)ccc2N2CC[C@H]1C2	empty	CCN(CC)CC	empty	empty	0.0
3999	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCOC(=O)c1c[nH]nc1O	CCOC(=O)c1cn(C(=O)OC(C)(C)C)nc1O	empty	CCN(CC)CC	empty	empty	0.0
4000	CC(=O)OC(C)=O.CC(C)C(O)(c1ccc(-c2cc(N)ccn2)cc1)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1	CC(=O)Nc1ccnc(-c2ccc(C(O)(c3cn(C(c4ccccc4)(c4ccccc4)c4ccccc4)cn3)C(C)C)cc2)c1	empty	CCN(CC)CC	empty	empty	0.0
4001	CC(C)(C)C(=O)Cl.CC(C)(C)c1ccc([I+]c2ccc(C(C)(C)C)cc2)cc1.O=S(=O)([O-])CC(O)(C(F)(F)F)C(F)(F)F	CC(C)(C)C(=O)OC(CS(=O)(=O)[O-])(C(F)(F)F)C(F)(F)F.CC(C)(C)c1ccc([I+]c2ccc(C(C)(C)C)cc2)cc1	empty	CCN(CC)CC	empty	empty	0.0
4002	CC1(C)Cc2cc(C(=O)O)ccc2NC1c1cc(C#N)cc(N2CCOCC2)c1.CS(N)(=O)=O	CC1(C)Cc2cc(C(=O)NS(C)(=O)=O)ccc2NC1c1cc(C#N)cc(N2CCOCC2)c1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4003	COc1cccc2c1OC(CO)C2.Cc1ccc(S(=O)(=O)Cl)cc1	COc1cccc2c1OC(COS(=O)(=O)c1ccc(C)cc1)C2	empty	CCN(CC)CC	empty	empty	0.0
4004	CC(C)(C)OC(=O)C(C)(C)Sc1nc(CC(=O)O)cs1.OCC1c2ccccc2-c2ccccc21	CC(C)(C)OC(=O)C(C)(C)Sc1nc(CC(=O)OCC2c3ccccc3-c3ccccc32)cs1	empty	CC(C)N=C=NC(C)C	empty	empty	0.0
4005	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Cc1cccc2cc[nH]c12	Cc1cccc2ccn(C(=O)OC(C)(C)C)c12	empty	[H-].[Na+]	empty	empty	0.0
4006	CCOC(=O)CC(c1ccccc1)n1cnc2ccc(N)cc21.O=C(Cl)c1cccc([N+](=O)[O-])c1	CCOC(=O)CC(c1ccccc1)n1cnc2ccc(NC(=O)c3cccc([N+](=O)[O-])c3)cc21	empty	CCN(CC)CC	empty	empty	0.0
4007	CC(O)C(C)O.N#Cc1ccnc(Br)c1.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1	N#Cc1ccnc(-c2ccc(C=O)cc2)c1	empty	[Cs+].[F-]	empty	empty	0.0
4008	CSc1ccc(Sc2ccc3c(c2)CCN3)cc1.C[C@@](O)(C(=O)O)C(F)(F)F	CSc1ccc(Sc2ccc3c(c2)CCN3C(=O)[C@@](C)(O)C(F)(F)F)cc1	empty	O=C(Cl)C(=O)Cl	empty	empty	0.0
4009	CC(C)(C)OC(=O)C(C)(C)CC(=O)O.CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(/C=C/C(=O)NC2(c3ccc(Cl)cc3)CC2)CC1=O	CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)OC(C)(C)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(/C=C/C(=O)NC2(c3ccc(Cl)cc3)CC2)CC1=O	empty	ClCCCl	empty	empty	0.0
4010	CCOC(=O)CCc1cc(N)cc2c1CCCC2.COc1cccc([C@H]2O[C@H](CC(=O)O)C(=O)N(CC(C)(C)COC(C)=O)c3ccc(Cl)cc32)c1OC	CCOC(=O)CCc1cc(NC(=O)C[C@H]2O[C@H](c3cccc(OC)c3OC)c3cc(Cl)ccc3N(CC(C)(C)COC(C)=O)C2=O)cc2c1CCCC2	empty	CN(C)C=O.O=S(Cl)Cl	empty	empty	0.0
4011	CCO.O=C(O)Cc1ccccc1[N+](=O)[O-]	CCOC(=O)Cc1ccccc1N	empty	Cl	empty	empty	0.0
4012	O=C(Cl)CC12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])CC(O)(C(F)(F)F)C(F)(F)F.c1ccc([S+](c2ccccc2)c2ccccc2)cc1	O=C(CC12CC3CC(CC(C3)C1)C2)OC(CS(=O)(=O)[O-])(C(F)(F)F)C(F)(F)F.c1ccc([S+](c2ccccc2)c2ccccc2)cc1	empty	CCN(CC)CC	empty	empty	0.0
4013	CC(C)(C)CC(=O)Cl.Cn1cc2c3c(c[nH]c3c1=O)CNc1c(F)cc(F)cc1-2	Cn1cc2c3c(c[nH]c3c1=O)CN(C(=O)CC(C)(C)C)c1c(F)cc(F)cc1-2	empty	CCN(C(C)C)C(C)C	empty	empty	0.0
4014	CCN=C=O.CN(C)CCCNC(=O)[C@@H]1C[C@@H]2c3cccc4c3c(cn4C(=O)OC(C)(C)C)C[C@H]2N(C(=O)OC(C)(C)C)C1	CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4c3c(cn4C(=O)OC(C)(C)C)C[C@H]2N(C(=O)OC(C)(C)C)C1	empty	c1ccc(P(c2ccccc2)c2ccccc2)cc1	empty	empty	0.0
4015	CS(=O)(=O)Cl.OC1CCOCC1	CS(=O)(=O)OC1CCOCC1	empty	CCN(CC)CC	empty	empty	0.0
4016	CCN(CC)CC.NCc1cccs1.O=C(O)C12CC3CC(CC(O)(C3)C1)C2	O=C(NCCc1cccs1)C12CC3CC(CC(O)(C3)C1)C2	empty	CCN=C=NCCCN(C)C	empty	empty	0.0
